title,chapternumber,eyes,comment,heart,kind,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16
Seishun Otome Banchou!,115,117665,124,1484,Comedy,Manga,Romance,School Life,Shoujo,,,,,,,,,,,,
Love Rush!,13,117626,150,1215,Comedy,Harem,Manga,Romance,School Life,Shounen,,,,,,,,,,,
Cậu Câm,28,117575,48,125,Drama,Historical,Manhua,Ngôn Tình,Shoujo Ai,Shounen,,,,,,,,,,,
Thần Chưởng Long Kiếm Phi,72,117573,6,105,Action,Fantasy,Manhwa,Martial Arts,Shounen,,,,,,,,,,,,
Mộc Lan Muốn Xuất Giá,19,117549,55,1376,Cổ Đại,Comedy,Manhwa,Ngôn Tình,Romance,Shoujo,Xuyên Không,,,,,,,,,,
Tôi Thích Hoàng Tử Mặt Xấu Xí,5,117471,356,1256,Manhua,Romance,,,,,,,,,,,,,,,
Ashita Wa Doyoubi,52,117456,64,864,Manga,School Life,Slice of Life,,,,,,,,,,,,,,
Tonimo Kakunimo,6,117425,133,4185,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Những Món Ăn Hợp Với Cơm !!!,17,117414,69,2744,Ngôn Tình,Slice of Life,Webtoon,,,,,,,,,,,,,,
Hồi Sinh Thế Giới: Byakuya,9,117370,141,1293,Action,Adventure,Comedy,Fantasy,Manga,,,,,,,,,,,,
Hữu Thê Đồ Hình,52,117334,21,3238,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Bạn Trai Giả - Tình Yêu Thật,32,117311,56,765,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,,
Asebi to Sora Sekai no Boukensha,31,117217,52,1400,Adventure,Fantasy,Manga,Romance,Seinen,,,,,,,,,,,,
Cậu cũng đến đây để giết tôi sao?,17,117143,51,568,Action,Manga,School Life,,,,,,,,,,,,,,
Bokutachi wa Shitte Shimatta,41,117129,25,434,Comedy,Drama,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Danshiryou No Omocha,3,117091,117,459,Adult,Drama,Manga,School Life,Smut,Yaoi,,,,,,,,,,,
Người Con Gái Mà Tôi Hằng Ao Ước,5,117081,76,1194,Comedy,Manhua,Romance,Shoujo Ai,Soft Yuri,,,,,,,,,,,,
Furuya-sensei Wa An-chan No Mono,21,117062,51,2784,Comedy,Drama,Manga,Romance,School Life,Shoujo,,,,,,,,,,,
Shinken De Watashi Ni Koi Shinasai,33,117023,26,1140,Action,Comedy,Harem,Martial Arts,Romance,School Life,Shounen,,,,,,,,,,
He Dedicated to Roses,422,116993,26,156,Manhwa,Ngôn Tình,Romance,,,,,,,,,,,,,,
Thực tập sinh tình yêu,18,116965,116,645,Manhua,Ngôn Tình,Romance,Slice of Life,Webtoon,,,,,,,,,,,,
Tiểu Đệ Của Ta Là Yêu Vương,10,116950,104,6643,Action,Adventure,Fantasy,Manhua,,,,,,,,,,,,,
Trường Học Wibu,8,116938,289,2394,Comedy,Manga,School Life,Slice of Life,,,,,,,,,,,,,
Kuroko – Tuyển thủ vô hình: AkaKuro Short,18,116896,42,288,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,,,
Anh Chàng Đẹp Gái Bản Đẹp,11,116871,46,210,Comedy,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Vua Thời Gian,8,116842,106,6278,Action,Adventure,Fantasy,Manhua,,,,,,,,,,,,,
Hắn Từ Địa Ngục Mà Đến,3,116742,86,1192,Đam Mỹ,Manhua,,,,,,,,,,,,,,,
Dekisokonai no Monster Trainer,11,116713,104,1472,Action,Comedy,Fantasy,School Life,Shounen,,,,,,,,,,,,
Mộ Chân Trọng Sinh,15,116674,58,611,Cổ Đại,Drama,Manhua,,,,,,,,,,,,,,
Oyaji,24,116611,43,218,Action,Adult,Adventure,Manga,One shot,Romance,Sci-fi,,,,,,,,,,
Sổ Tay Nuôi Dưỡng Rồng,9,116597,84,6576,Drama,Fantasy,Manhua,Ngôn Tình,Romance,Xuyên Không,,,,,,,,,,,
Angel Beats! Heaven's Door,55,116477,63,1033,Action,Adult,Adventure,Manga,Martial Arts,School Life,Sci-fi,,,,,,,,,,
Amai Seikatsu - Cuộc sống tươi đẹp,16,116477,16,318,Drama,Ecchi,Harem,Romance,Seinen,Slice of Life,,,,,,,,,,,
Honkai Impact - Cherry Blossom,8,116400,50,399,Comedy,Manhua,Romance,Sci-fi,,,,,,,,,,,,,
Quái trộm thâu tâm,172,116386,143,811,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Mononote: Edo Shinobi Kagyou,20,116305,64,1328,Action,Adventure,Comedy,Historical,Romance,Shounen,,,,,,,,,,,
Satou-Kun Wa Nozoteiru ~Kami-Sama Appli De Onnanoko No Kokoro O Nozoitara Do Xx Datta,3,116292,158,1946,Comedy,Ecchi,Harem,Seinen,,,,,,,,,,,,,
Alive - The Final Evolution,82,116193,17,288,Action,Adventure,Manga,Sci-fi,,,,,,,,,,,,,
Hội quý tộc,38,116148,30,366,Comedy,Drama,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
"Yuusha-sama, Yukagen wa Ikaga desuka?",16,116128,97,1686,Comedy,Ecchi,Fantasy,Shounen,Slice of Life,,,,,,,,,,,,
Houkago Nijigenme,2,116103,69,440,Comedy,Ecchi,School Life,Soft Yuri,Yuri,,,,,,,,,,,,
Instant Bullet,25,116055,104,800,Adventure,Adventure,Comedy,Drama,Fantasy,Manga,Romance,Romance,Sci-fi,,,,,,,,
Tôi Muốn Được Nhìn Thấy Gái Khỏa Thân Ngoài Đời Thực,15,116055,83,1022,Comedy,One shot,Romance,,,,,,,,,,,,,,
Immortal Regis,44,116021,15,465,Action,Manhwa,,,,,,,,,,,,,,,
Anh Hùng Trở Lại,9,115953,114,7357,Action,Chuyển Sinh,Manhwa,,,,,,,,,,,,,,
Lone wolf and cub,142,115926,3,171,Action,Historical,Martial Arts,Mature,Seinen,,,,,,,,,,,,
It's My Life,255,115894,78,973,Comedy,Fantasy,Shounen,,,,,,,,,,,,,,
Cigarette & Cherry,18,115871,69,1133,Comedy,Romance,Seinen,,,,,,,,,,,,,,
Haru ơi,12,115817,305,1019,Comedy,Drama,Fantasy,Romance,School Life,Shoujo,Slice of Life,Supernatural,,,,,,,,,
Ta Có Rất Nhiều Thành Tích,22,115813,54,1408,Chuyển Sinh,Manhua,School Life,,,,,,,,,,,,,,
Minto Na Bokura,30,115774,41,371,Comedy,Gender Bender,Romance,School Life,Shoujo,,,,,,,,,,,,
Tổng Tài Sát Vách Thỉnh Chỉ Giáo,11,115736,88,1033,Comedy,Manhua,Ngôn Tình,,,,,,,,,,,,,,
B't X,63,115700,7,72,Action,Adventure,Manga,Sci-fi,,,,,,,,,,,,,
Thám Tử Kindaichi (Special Edition),18,115600,19,353,Mystery,Psychological,Shounen,Supernatural,Truyện scan,,,,,,,,,,,,
Chạy Trốn Cùng Con Nhím,9,115560,75,6428,Manhua,Ngôn Tình,Romance,School Life,,,,,,,,,,,,,
Tổng Tài Lãnh Khốc Độc Sủng,8,115475,30,1169,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Hầu gái siêu cấp của tôi,23,115471,161,995,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Binh Vương Chi Vương,16,115434,27,1854,Action,Fantasy,Manhua,,,,,,,,,,,,,,
Pháp Y Kiều Thê,7,115371,117,1147,Drama,Manhua,,,,,,,,,,,,,,,
Thiên Diệp Anh Hoa,27,115342,140,558,Adventure,Manhua,Romance,,,,,,,,,,,,,,
100 ngày cùng mắm thúi!!,28,115265,116,1198,Comedy,Manga,Seinen,Slice of Life,,,,,,,,,,,,,
Haru X Kiyo,17,115223,68,688,Comedy,Romance,School Life,Shoujo,,,,,,,,,,,,,
Tôi Muốn Thoát Khỏi Buổi Đào Tạo Vương Phi,4,115130,75,3856,Comedy,Fantasy,Historical,Manhwa,Romance,Shoujo,Slice of Life,,,,,,,,,,
Tabetemo Oishiku Arimasen,5,115039,145,1447,Comedy,Manga,Romance,School Life,Shounen Ai,,,,,,,,,,,,
Genshin Impact,3,115012,111,1862,Fantasy,,,,,,,,,,,,,,,,
"Sau Khi Độ Kiếp, Ta Biến Thành Bạch Cốt Ma Tôn",24,114925,33,2502,Chuyển Sinh,Manhua,Xuyên Không,,,,,,,,,,,,,,
Love-Kyo: Kateikyoushi Ga Xx Sugite Benkyou Dokoro Ja Nai,65,114869,153,4839,Comedy,Ecchi,Manga,Romance,School Life,Shounen,,,,,,,,,,,
Lửa Tình Rực Cháy,14,114854,15,212,16+,Comedy,Drama,Josei,Mature,Psychological,Romance,Slice of Life,Yaoi,,,,,,,,
Hungry Marie,21,114808,88,1200,Comedy,Gender Bender,Romance,School Life,Shounen,,,,,,,,,,,,
Pawahara Bishoujo Kanpanii,7,114785,481,1729,Comedy,Gender Bender,Manga,Supernatural,,,,,,,,,,,,,
Hoàng Tử Phi Thân Yêu Của Tôi,10,114745,94,708,Comedy,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Arte,27,114725,74,2314,Drama,Historical,Manga,Romance,Seinen,Slice of Life,,,,,,,,,,,
Kuromori-san can not use a smartphone,12,114712,145,1800,Comedy,Ecchi,Fantasy,Romance,School Life,Shounen,,,,,,,,,,,
Mattaku Saikin no Tantei to Kitara,205,114675,98,2795,Adventure,Comedy,Drama,Manga,Mystery,Romance,Seinen,Slice of Life,,,,,,,,,
Flowers of Evil,26,114644,32,221,Adult,Manga,School Life,,,,,,,,,,,,,,
Khi Anh Hùng Mới Chính Là Ác Quỷ!!,10,114625,120,5511,Action,Drama,Manga,Mystery,Shounen,Supernatural,,,,,,,,,,,
Sennen Sensou Aigis - Eiyuu no Kizuna,16,114585,37,1668,Action,Adventure,Fantasy,Harem,Seinen,Supernatural,,,,,,,,,,,
Magan & Danai,12,114398,67,384,Comedy,Manhua,Ngôn Tình,Romance,Shoujo Ai,Slice of Life,Webtoon,,,,,,,,,,
Toaru Tenin To Kyaku No Hanashi,17,114351,78,1856,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Huyền Đàn chi Kiếm,13,114294,184,1241,Action,Adventure,Fantasy,Manhua,,,,,,,,,,,,,
Hoàng Hậu Độc Ác,5,114225,113,2256,Cổ Đại,Manhua,Romance,Xuyên Không,,,,,,,,,,,,,
Sơn Thần và Tiểu Táo,10,114179,30,721,Action,Adventure,Manhua,Romance,,,,,,,,,,,,,
Silent Kiss,8,114162,88,549,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,,
Sư Huynh ! Xin Hãy Làm Theo Kịch Bản !,8,114151,300,1264,Manhua,Ngôn Tình,Shoujo,,,,,,,,,,,,,,
Goku Onna Michi,1,114132,128,757,Ngôn Tình,One shot,Romance,Shoujo,Smut,Truyện scan,,,,,,,,,,,
Đừng chạm Kando-chan!,14,114090,85,4423,Comedy,Manga,Romance,School Life,Slice of Life,,,,,,,,,,,,
Parasite Queen,10,114000,72,1139,Action,Adventure,Horror,Manhwa,Mystery,School Life,Xuyên Không,,,,,,,,,,
Chỉ Hai Chúng Ta,30,113663,221,1437,Comedy,Đam Mỹ,Ecchi,Manhwa,,,,,,,,,,,,,
Làm Nũng Trong Vòng Tay Cấm Dục,22,113576,15,1746,Cổ Đại,Manhua,Ngôn Tình,,,,,,,,,,,,,,
Flower & Bunny,3,113524,123,396,Manga,Slice of Life,Yaoi,,,,,,,,,,,,,,
Share Kiss Love,6,113494,272,1886,Comedy,Romance,Shoujo,,,,,,,,,,,,,,
Ngôi nhà của người phục chế,21,113368,37,604,Action,Comedy,School Life,Supernatural,Webtoon,,,,,,,,,,,,
Elf Deck To Senjou Gurashi,10,113364,113,2721,Action,Adventure,Comedy,Drama,Gender Bender,Manga,Shounen,Supernatural,Tragedy,,,,,,,,
Hẹn Chồng Trên Mọi Mặt Trận,11,113325,27,2192,Drama,Manhua,Romance,,,,,,,,,,,,,,
Cat girl and bodyguards,30,113227,71,461,Comedy,Fantasy,,,,,,,,,,,,,,,
Youjo to Sukoppu to Magan Ou,15,113212,137,4760,Action,Adventure,Fantasy,Manga,,,,,,,,,,,,,
Savage Garden,25,113159,29,314,Gender Bender,Harem,Historical,Manhwa,Ngôn Tình,Romance,School Life,Shoujo,Tragedy,,,,,,,,
Kimi Wa Nani Mo Shiranai,14,113150,118,783,Comedy,Drama,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Thượng Thần Gia Đích Dưỡng Thành Du Hí,11,113109,77,1123,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Onsaemiro,22,113016,60,5800,Historical,Manhwa,Romance,Supernatural,Webtoon,,,,,,,,,,,,
Tora Kiss - A School Odyssey,24,112901,45,823,Action,Comedy,Harem,Romance,School Life,,,,,,,,,,,,
"Koi Toka, Kiss Toka, Karada Toka",5,112879,79,808,Comedy,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,
Chén thánh: Đêm Định Mệnh - Doujinshi Archer x Rin,16,112837,27,427,Comedy,Doujinshi,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Zombie: The End of Death Dictates,3,112765,199,1376,Horror,Mature,,,,,,,,,,,,,,,
Girl Friends,35,112755,18,164,Manga,Romance,School Life,,,,,,,,,,,,,,
Ibitsu no Amalgam,18,112715,72,737,Action,Fantasy,Psychological,Romance,Shounen,Supernatural,,,,,,,,,,,
The New Official History Of Nobunaga: Nobunaga And Me,19,112667,113,665,Action,Comedy,Drama,Manga,School Life,Seinen,,,,,,,,,,,
Hãy Chọn Một Trong Các Papa Bạo Chúa,10,112586,90,9214,Chuyển Sinh,Fantasy,Harem,Manhwa,,,,,,,,,,,,,
Black Out,45,112565,7,291,Action,Fantasy,Seinen,,,,,,,,,,,,,,
Princess Diana,24,112514,52,205,Drama,Historical,Manga,Shoujo,,,,,,,,,,,,,
Hensokukei Quadrangle,152,112504,53,1146,Romance,School Life,Shounen,Supernatural,,,,,,,,,,,,,
World End Crusaders,11,112465,114,1327,Action,Shounen,Supernatural,,,,,,,,,,,,,,
Tuyệt Phẩm Thấu Thị Chi Tiềm Hành,30,112457,9,1307,Comic,Manhwa,Mystery,,,,,,,,,,,,,,
Chàng trai hào hiệp,12,112446,35,151,Manhwa,Ngôn Tình,Romance,School Life,,,,,,,,,,,,,
Tôi Là Bạn Gái Của Tôi?!,7,112316,223,3736,Comedy,Ecchi,Fantasy,Gender Bender,Manga,Slice of Life,,,,,,,,,,,
Onani Master Kurosawa,30,112245,64,453,Adult,Comedy,Comic,Manga,School Life,,,,,,,,,,,,
Metamorphose no Engawa,32,112156,73,2658,Josei,Manga,Slice of Life,,,,,,,,,,,,,,
Dị Tượng,7,111963,56,307,Manhua,Mystery,,,,,,,,,,,,,,,
The Steps of Adulthood,1,111829,100,259,One shot,Romance,Shoujo Ai,Soft Yuri,Yuri,,,,,,,,,,,,
Kế Hoạch Trở Thành Phế Vật,10,111797,52,1883,Manhua,School Life,,,,,,,,,,,,,,,
Dosanko Gyaru ha Namaramenkoi,15,111790,86,2601,Comedy,One shot,Romance,Slice of Life,,,,,,,,,,,,,
Shana oh Yoshitsune,78,111764,8,168,Action,Adventure,Historical,Shounen,,,,,,,,,,,,,
Pumpkin Knight - Naoko Trong Viện Tâm Thần,3,111688,108,1828,Action,Horror,Manga,Psychological,,,,,,,,,,,,,
Tiểu Thư Scarlet,37,111613,64,9165,Cổ Đại,Manhwa,Ngôn Tình,,,,,,,,,,,,,,
Mẹ tôi là học sinh tiểu học,11,111601,115,1507,Comedy,Shounen,Slice of Life,,,,,,,,,,,,,,
Ookamidomo no Shitsukekata,3,111470,51,920,Action,Adventure,Comic,Horror,Manga,,,,,,,,,,,,
Luân Hồi Nhất Kiếm,21,111449,31,2300,Action,Manhua,Mystery,,,,,,,,,,,,,,
Sự Đơn Thuần Về Tình Yêu,6,111398,391,1321,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Tourou No Ori,5,111384,33,131,Drama,Psychological,Tragedy,Yaoi,,,,,,,,,,,,,
Kiseijuu - Quái Vật Ngoài Vũ Trụ,64,111298,8,297,Action,Adult,Horror,Manga,Sci-fi,,,,,,,,,,,,
Nhất tiễn khuynh tâm,22,111294,165,1411,Fantasy,Manhua,Romance,,,,,,,,,,,,,,
Ta Cày Level Từ Trong Gương,10,111283,121,8862,Manhua,Martial Arts,Xuyên Không,,,,,,,,,,,,,,
Propose No Okite,55,111241,34,654,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,,
Otogi Matsuri,73,111228,23,224,Action,Horror,Seinen,Supernatural,,,,,,,,,,,,,
Y Thống Thiên Hạ,15,111147,63,1147,Horror,Manhua,Martial Arts,Mystery,,,,,,,,,,,,,
Đại Thúc Sủng Thượng Hoan Nhạ Hoả Kiều Thê Hữu Điểm Điềm,4,111130,101,1212,Manhua,Smut,,,,,,,,,,,,,,,
Bạn cùng phòng của tôi là một chàng trai trẻ,4,111077,45,629,Drama,Romance,Shoujo,Slice of Life,,,,,,,,,,,,,
Kim Cương Bạc,33,110984,30,244,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,,,
Tiêu Diệt Anh Hùng,18,110924,99,4459,Action,Fantasy,Manhwa,Supernatural,Webtoon,,,,,,,,,,,,
Khách Trọ Của Tôi Là Yêu Quái,21,110822,36,628,Action,Adventure,Manhua,,,,,,,,,,,,,,
Mỹ Nhân Thượng Vũ,6,110746,95,1114,Manhua,,,,,,,,,,,,,,,,
Boku Yori Medatsu Na Ryu Gakusei,9,110711,86,4325,Action,Comedy,Ecchi,Fantasy,Manga,Romance,School Life,Slice of Life,,,,,,,,,
Orlelian no Kisihime,5,110508,13,478,Comedy,Fantasy,Josei,Romance,,,,,,,,,,,,,
Ông Bố Bỉm Sữa,3,110499,48,1968,Comedy,Manhua,,,,,,,,,,,,,,,
29-Sai Hitorimi Chuuken Boukensha No Nichijou,30,110398,123,1394,Adventure,Comedy,Ecchi,Fantasy,Manga,Shounen,,,,,,,,,,,
Himegasaki Sakurako Wa Kyoumo Fubin Kawaii!,13,110308,242,2852,Comedy,Ecchi,Manga,Romance,School Life,Seinen,,,,,,,,,,,
High school Inari Tamamo-chan !,31,110238,129,625,Comedy,Manga,School Life,Slice of Life,,,,,,,,,,,,,
Kimi no Okasan o Boku ni Kudasai!,7,110166,125,2139,Comedy,Drama,Romance,Seinen,Slice of Life,,,,,,,,,,,,
Danchigai,28,110146,72,1188,Comedy,School Life,Seinen,Slice of Life,,,,,,,,,,,,,
Hoa Quý,70,110106,7,132,Horror,Manhua,,,,,,,,,,,,,,,
Otona no Bouguya-san,9,110048,31,964,Comedy,Ecchi,Fantasy,Manga,Slice of Life,,,,,,,,,,,,
Chocolate Girl,16,110044,29,252,Comedy,Ecchi,Josei,Romance,,,,,,,,,,,,,
Tớ Muốn Khóc Cùng Cậu Vào Thứ Năm,19,110042,163,1202,Drama,Manga,Romance,School Life,Seinen,Slice of Life,,,,,,,,,,,
Yển Sư Yêu Hậu,16,109989,52,2430,Comedy,Fantasy,Manhua,Romance,Shoujo,,,,,,,,,,,,
Đuôi Trăng,54,109870,18,183,Adventure,Comedy,Drama,Harem,Historical,Martial Arts,Ngôn Tình,Romance,Shoujo,,,,,,,,
Kiken Jun’ai DNA,17,109845,65,458,Comedy,Drama,Gender Bender,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,
Seirou Opera,7,109842,59,1340,Drama,Harem,Historical,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Cổ Long Quần Hiệp,85,109771,2,126,Action,Historical,Manhua,Martial Arts,Shounen,Supernatural,,,,,,,,,,,
Gã côn đồ thế giới ngầm và đội trưởng quân trinh sát,95,109741,20,478,Action,Fantasy,Shoujo,,,,,,,,,,,,,,
Dignified asleep SAEKI,23,109700,103,1618,Comedy,Romance,School Life,Shounen,,,,,,,,,,,,,
Jigokusei Lemina,65,109674,18,149,Horror,Manga,,,,,,,,,,,,,,,
Tuổi 30,5,109672,97,483,Comedy,Manhua,Romance,Shounen Ai,Slice of Life,Soft Yaoi,,,,,,,,,,,
Vacation Maou to Pet,105,109658,157,867,Comedy,School Life,Slice of Life,Supernatural,Yuri,,,,,,,,,,,,
Bamboo Blade,38,109400,30,445,Action,Adult,Adventure,Comedy,Manga,School Life,,,,,,,,,,,
Thiên Hạ Vô Địch Tiểu Kiếm Tiên,33,109400,6,116,Action,Adventure,Manhua,Martial Arts,,,,,,,,,,,,,
Ngạo Kiều Bảo Phiêu Đích Tuần Dưỡng Thủ Tắt,10,109387,118,926,Action,Comic,Drama,Manhua,Romance,,,,,,,,,,,,
Korotto Ochita,4,109266,33,160,Comedy,Drama,Romance,Yaoi,,,,,,,,,,,,,
Sundome,57,109110,26,431,Comedy,Ecchi,Romance,School Life,Seinen,,,,,,,,,,,,
Okashiratsuki,18,109026,88,1108,Romance,School Life,Seinen,Slice of Life,,,,,,,,,,,,,
World Game,45,109009,11,144,Horror,Manhua,,,,,,,,,,,,,,,
Ani Ni Ai Saresugite Komattemasu,7,108936,70,525,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,,,
Marvel Zombies,5,108904,26,138,Action,Comic,,,,,,,,,,,,,,,
Bạch Dạ Chi Yểm,16,108888,25,3119,Action,Drama,Fantasy,Manhua,,,,,,,,,,,,,
Vạn Thần Tại Thượng,17,108887,73,1148,Action,Manhua,Supernatural,,,,,,,,,,,,,,
Hagure Seirei Ino Shinsatsu Kiroku ~ Seijo Kishi-dan to Iyashi no Kamiwaza ~,5,108852,84,2899,Adventure,Ecchi,Fantasy,Manga,Romance,,,,,,,,,,,,
Trù Trù Động Nhân,12,108838,49,1231,Comedy,Manhua,Ngôn Tình,Shoujo,,,,,,,,,,,,,
"Kanojo ga Iru no ni, Betsu no Onnanoko ni Kokuhaku Sareta",6,108687,268,828,Comedy,One shot,School Life,Slice of Life,,,,,,,,,,,,,
Manh Tam Quốc,113,108686,15,189,Comedy,Manhua,,,,,,,,,,,,,,,
Ashita no Joe,67,108652,8,177,Action,Drama,Shounen,Slice of Life,Sports,,,,,,,,,,,,
Vương gia đói rồi,15,108647,111,798,Cổ Đại,Manhua,Ngôn Tình,Romance,Shoujo,Xuyên Không,,,,,,,,,,,
Hakui no Ou-sama,14,108626,168,1485,Comedy,Sci-fi,Shounen,Slice of Life,,,,,,,,,,,,,
Cô Gái Bất Tử Và Khế Ước Với Ác Ma,6,108532,203,2256,Fantasy,Horror,Manga,Mystery,Romance,School Life,Shoujo,Supernatural,,,,,,,,,
Mạt Thế Chi Thư,30,108525,17,1295,Action,Manhua,,,,,,,,,,,,,,,
Hơn Cả Một Giấc Mơ Tồi Tệ,7,108507,43,916,Drama,Horror,Manga,Psychological,Supernatural,,,,,,,,,,,,
Boku dake ga Inai Machi,44,108485,36,421,Psychological,Seinen,Supernatural,,,,,,,,,,,,,,
Khổng Minh Thích Tiệc Tùng,7,108437,200,1662,Chuyển Sinh,Comedy,Manga,Seinen,Slice of Life,,,,,,,,,,,,
100 Ngày Em Gái Tôi Mất Tích,10,108429,195,673,Manhua,Psychological,Seinen,Supernatural,Webtoon,,,,,,,,,,,,
Bản di chúc,3,108399,105,1195,Drama,Historical,Manhwa,Psychological,Webtoon,Yuri,,,,,,,,,,,
Kẻ Nói Dối Và Người Tình,23,108371,29,1011,Comedy,Drama,Romance,School Life,Shoujo,,,,,,,,,,,,
Miageru to Kimi wa,18,108358,234,1125,Comedy,Shoujo,Slice of Life,,,,,,,,,,,,,,
Chuusotsu Roudousha kara Hajimeru Koukou Seikatsu Roudousha,18,108324,131,1050,Comedy,Drama,Romance,School Life,Seinen,,,,,,,,,,,,
Thâu Tâm Du Hí,13,108318,143,951,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Bị Kẹo Ngọt Bẻ Cong,2,108257,148,669,Comedy,Đam Mỹ,Romance,,,,,,,,,,,,,,
"Zennin Ossan, Umarekawattara SSS Rank Jinsei ga Kakutei Shita",3,108185,177,4379,Action,Adventure,Comedy,Fantasy,Romance,Shounen,Supernatural,,,,,,,,,,
Dan Doh! Xi,67,108145,8,74,Manga,Sports,,,,,,,,,,,,,,,
Mikio & Mikio,185,108093,47,324,Fantasy,Manga,,,,,,,,,,,,,,,
Jewelry - Hane to Kotori no Subarashiki Hibi,13,107899,252,1257,Manga,Romance,School Life,,,,,,,,,,,,,,
Dấu ấn Phù thủy,9,107858,156,2599,Action,Drama,Fantasy,Romance,School Life,Shounen,,,,,,,,,,,
Erma,17,107797,50,243,Horror,Slice of Life,,,,,,,,,,,,,,,
Violinist of Hameln - Cây đàn kì diệu,85,107709,5,127,Action,Adventure,Comedy,Drama,Fantasy,Manga,Romance,Shounen,,,,,,,,,
"SuKi Ni Naranai Yo, Senpai",7,107697,110,1135,Comedy,Ngôn Tình,Romance,School Life,Shoujo,Tragedy,,,,,,,,,,,
Yển Sư,46,107657,35,383,Action,Adventure,Fantasy,Historical,Manhua,Mystery,,,,,,,,,,,
Dị Giới Kiến Tạo Tối Cường Thiếu Lâm Tự,7,107624,232,7640,Cổ Đại,Manhua,Xuyên Không,,,,,,,,,,,,,,
Nyotai ka,38,107617,15,485,Comedy,Ecchi,Harem,Manga,Romance,School Life,Shounen,Supernatural,,,,,,,,,
Nữ anh hùng đã quên mất sứ mệnh!,10,107616,236,4728,Comedy,Fantasy,Manga,Romance,Shounen,,,,,,,,,,,,
Ba chị em nhà này đang cố quyến rũ tôi!!,3,107581,98,5357,16+,Comedy,Ecchi,Harem,Manga,Romance,Supernatural,,,,,,,,,,
Kami No Manimani,16,107524,111,3076,Action,Fantasy,Manga,Shounen,Supernatural,,,,,,,,,,,,
Thế Giới Ngọc Rồng - Con trai Frieza,46,107483,13,246,Action,Adventure,Comedy,Martial Arts,Sci-fi,Shounen,Supernatural,,,,,,,,,,
Life so Happy,17,107284,55,1335,School Life,Shoujo,Slice of Life,,,,,,,,,,,,,,
Đại Dịch Tận Thế,11,107216,144,582,Manhua,Mystery,Tragedy,,,,,,,,,,,,,,
Slime Ni Ecchi Na Itazura Sarechau Anthology Comic,3,107212,173,2168,Ecchi,Manga,,,,,,,,,,,,,,,
Nin Koi,26,107118,73,2046,Martial Arts,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Lời Thề Nguyền Vĩnh Cửu,18,107104,24,812,Action,Fantasy,Manga,Shounen,Supernatural,,,,,,,,,,,,
Hào Môn Thái Thái Không Dễ Làm,5,107085,231,1373,Drama,Manhua,,,,,,,,,,,,,,,
"Kyuutei Mahou-shi Kubi ni Nattande,Inaka ni Kaette Mahou-ka no Sensei ni Narimasu Manga",4,106997,63,4328,Comedy,Fantasy,Manga,Romance,Seinen,,,,,,,,,,,,
Bạn trai tôi là Vampire,8,106987,57,587,Drama,Ngôn Tình,Romance,Shoujo,Supernatural,,,,,,,,,,,,
Good Night World,52,106955,28,273,Action,Adventure,Drama,Fantasy,Manga,Sci-fi,Shounen,,,,,,,,,,
Cuộc nổi dậy của cô gái mọt sách ~ Tôi sẽ làm mọi cách để trở thành thủ thư ~,13,106852,103,5425,Comedy,Drama,Fantasy,Manga,Tragedy,,,,,,,,,,,,
My Mother Is 10 Years Old,13,106850,145,1728,Comedy,School Life,Seinen,Slice of Life,,,,,,,,,,,,,
Mimi no Kaidan,6,106741,4,140,Horror,Manga,Slice of Life,Supernatural,,,,,,,,,,,,,
Thiên Cơ Tam Quốc,19,106682,62,838,Action,Adventure,Manhua,Mystery,Shoujo,Shounen,Xuyên Không,,,,,,,,,,
Nihonkoku Shoukan,19,106665,289,3258,Action,Adventure,Drama,Fantasy,Mystery,Psychological,Supernatural,,,,,,,,,,
