title,chapternumber,eyes,comment,heart,kind,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16
Ngoại Khoa Kiếm Tiên,16,214087,105,1880,Action,Adventure,Manhua,Mystery,Xuyên Không,,,,,,,,,,,,
Sở Sự Vụ Linh Đạo,34,214072,196,1217,Drama,Manhua,Mystery,Shounen,,,,,,,,,,,,,
Maku Ga Oritara Bokura Wa Tsugai,9,214046,217,2828,Manga,Yaoi,,,,,,,,,,,,,,,
Amina - Nữ thần đèn,29,213987,78,3556,Comic,Fantasy,Mystery,Romance,Shoujo,,,,,,,,,,,,
Isekai Elf no Dorei-chan,19,213647,231,1891,Action,Adventure,Comic,Shounen,Slice of Life,Supernatural,,,,,,,,,,,
Captain Tsubasa : World Youth (Part 2),64,213555,19,219,Manga,Sports,,,,,,,,,,,,,,,
Chúng Thần Học Viện,21,213533,297,1878,Comedy,Manhua,Mystery,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
One More Age,8,213494,310,2853,Action,Adventure,Manga,Mature,,,,,,,,,,,,,
Mitsuiro Devil 1,5,213431,72,826,Comedy,Ngôn Tình,Romance,Shoujo,Smut,,,,,,,,,,,,
Chou yo Hana Yo,33,213378,28,506,Manga,Romance,,,,,,,,,,,,,,,
Thiên Thần Không Cánh,41,213158,109,965,Manhwa,Romance,School Life,,,,,,,,,,,,,,
Vô Tình Trở Thành Con Gái Của Triệu Phú,23,212811,80,7679,Chuyển Sinh,Manhwa,Ngôn Tình,Romance,,,,,,,,,,,,,
Maou na Ano Ko to Murabito A,345,212788,162,5182,Comedy,Fantasy,Harem,Romance,Seinen,,,,,,,,,,,,
Chuyện tình zed và syndra ( season 2 ),31,212743,26,503,Comedy,Drama,Manhua,Manhwa,Thiếu Nhi,,,,,,,,,,,,
Long Vương Đi Học,38,212713,80,501,Action,Comedy,Đam Mỹ,Manhua,Ngôn Tình,Shoujo Ai,Shounen,,,,,,,,,,
Độc Dược Của Tình Yêu,24,212619,42,777,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Majo no Tabitabi,16,212598,333,5344,Adventure,Comedy,Fantasy,Manga,Slice of Life,,,,,,,,,,,,
Dung Dịch Thẫm Mỹ - Beauty Water,11,212486,25,118,Horror,,,,,,,,,,,,,,,,
Người Nhện Bất Đắc Dĩ,10,212483,151,1422,Action,Adventure,Comedy,Manga,Mature,,,,,,,,,,,,
Fujimura-kun Meitsu,92,212436,41,1007,Comedy,Manga,Romance,School Life,,,,,,,,,,,,,
Shachiku-san wa Youjo Yuurei ni Iyasaretai,23,212287,314,2182,Comedy,Slice of Life,Supernatural,,,,,,,,,,,,,,
The Memory Of Wind: Anz,53,212096,164,4997,Action,Comedy,Drama,Fantasy,Manhwa,School Life,Shounen,Slice of Life,Webtoon,,,,,,,,
Thước Phim Sự Thật,35,211961,288,4922,Action,Drama,Fantasy,Manhwa,,,,,,,,,,,,,
Yuru Yuri,160,211799,152,957,Comedy,School Life,Shoujo,Shoujo Ai,Slice of Life,,,,,,,,,,,,
Sabishigariya no muboubi nyanko,4,211752,144,2284,Adult,Comedy,Ecchi,Manga,,,,,,,,,,,,,
Tình duyên nơi cuộc chiến kiêu hùng,18,211568,302,10063,Action,Drama,Fantasy,Manga,Shounen,Supernatural,,,,,,,,,,,
Tiên nhân ở trên Ma ở dưới,40,211364,70,847,Comedy,Manhua,Shounen Ai,,,,,,,,,,,,,,
Karami Zakari: Boku No Honto To Kimi No Uso,20,211324,415,1746,Adult,Manga,Romance,School Life,,,,,,,,,,,,,
Catharsis,51,211111,55,769,Comedy,Fantasy,Manga,Romance,,,,,,,,,,,,,
Heart No Kakurega,131,211096,37,458,Comedy,Drama,Slice of Life,Soft Yaoi,,,,,,,,,,,,,
Chuyện Tình Otome,22,210905,102,1624,Comedy,Romance,School Life,Shoujo,Slice of Life,,,,,,,,,,,,
Say Say Say,21,210861,76,485,Comedy,Manhwa,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Ares,207,210775,8,289,Action,Adventure,Manhwa,,,,,,,,,,,,,,
Yome ga Kore na Monde,114,210736,112,674,Comedy,Romance,Seinen,Slice of Life,,,,,,,,,,,,,
Căn Phòng,6,210732,178,857,Drama,Horror,Manga,Psychological,Tragedy,,,,,,,,,,,,
Tinh Ngụy,27,210715,294,877,Comedy,Drama,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Khúc tình ca ban mai - AKATSUKI NO ARIA,79,210680,24,346,Historical,Josei,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Blade Notes,24,210466,60,1427,Action,Manhwa,Shounen,Supernatural,Webtoon,,,,,,,,,,,,
Jiken Jaken!,20,210328,88,3126,Comedy,Ecchi,Mystery,Romance,School Life,Slice of Life,,,,,,,,,,,
Ham Muốn,5,210328,70,373,Romance,School Life,Shounen Ai,Soft Yaoi,,,,,,,,,,,,,
Lucky Driver,45,210164,108,622,Drama,Manhwa,Romance,,,,,,,,,,,,,,
Pochi x Kuro,43,210137,83,1861,Action,Manga,Romance,Shounen,Supernatural,,,,,,,,,,,,
Hợp đồng tình yêu của tổng tài,7,210127,119,1522,Comedy,Manhua,Romance,Shoujo,Smut,,,,,,,,,,,,
The Devil Of The Gods,10,210120,88,1526,Action,Fantasy,Horror,Manga,Mystery,Psychological,Seinen,Supernatural,Tragedy,,,,,,,,
Ousama Game,25,210026,66,431,Action,Adult,Adventure,Manga,One shot,School Life,Sports,,,,,,,,,,
Harigane Service,50,210020,20,403,Manga,Shounen,Slice of Life,Sports,,,,,,,,,,,,,
Old Boy,79,209966,10,146,Action,Adult,Manga,Sci-fi,,,,,,,,,,,,,
Oniisan no Hikkoshi no Katazuke ga Susumanai,14,209814,231,3826,Comedy,Ecchi,Romance,Shounen,,,,,,,,,,,,,
Ngôn Chứng Của Hoa Hồng Trắng,9,209771,511,1112,Comedy,Harem,Manhua,Romance,Shoujo,,,,,,,,,,,,
Hằng Mộng Nam Thần,27,209597,136,592,Comedy,Đam Mỹ,Manhua,,,,,,,,,,,,,,
Souzou no Ringo,24,209470,132,847,Action,Comedy,Fantasy,Horror,Supernatural,,,,,,,,,,,,
Skip to Loafer,34,209421,235,3966,Comedy,Manga,Romance,Seinen,Slice of Life,,,,,,,,,,,,
Mutual Love,4,209403,355,4486,Manga,Romance,,,,,,,,,,,,,,,
Madan no Ou to Michelia,32,209381,127,4543,Action,Fantasy,Manga,Romance,,,,,,,,,,,,,
Tasogare Otome x Amnesia,462,209102,86,2192,Horror,Manga,Mystery,School Life,Shounen,,,,,,,,,,,,
"Cưới, Tôi Ư?",29,209093,120,653,Comedy,Drama,Fantasy,Manhwa,Ngôn Tình,Romance,Shoujo Ai,Shounen,Thiếu Nhi,,,,,,,,
Aiki-S,38,208948,40,499,Comedy,Martial Arts,Seinen,,,,,,,,,,,,,,
Jinrou Game 2 - The Beast Side,18,208750,55,1852,Action,Drama,Horror,Manga,Mystery,Seinen,Smut,Tragedy,,,,,,,,,
Ayakashi Hisen,29,208511,132,758,Action,Adult,Adventure,Manga,Romance,School Life,Sci-fi,,,,,,,,,,
Hội pháp sư,782,208472,23,610,Action,Adventure,Comedy,Horror,Shounen,Truyện scan,,,,,,,,,,,
Song Thế Sủng Phi,10,208121,213,1907,Cổ Đại,Drama,Manhua,Ngôn Tình,Xuyên Không,,,,,,,,,,,,
Tanaka ~ Age Equal Her Not Witch Of Gravel - Trung Chương Tại Dị Giới,7,208116,76,1909,Action,Adult,Adventure,Ecchi,Fantasy,Harem,Mature,Romance,Seinen,Shounen,Smut,,,,,,
Asahina Wakaba to Marumaru na kareshi,11,208057,423,7788,Comedy,Drama,Manga,Romance,School Life,Slice of Life,,,,,,,,,,,
Yêu chị gái thằng bạn,13,207934,202,5675,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Adekan,52,207932,50,444,Action,Adventure,Manga,,,,,,,,,,,,,,
Aoki Hagane no Arpeggio,98,207872,95,1195,Action,Manga,,,,,,,,,,,,,,,
Tinh Linh Tố,15,207777,534,1658,Comedy,Drama,Manhua,Mystery,Ngôn Tình,Romance,Shoujo,,,,,,,,,,
Hoa Khôi Trọng Sinh,9,207647,286,2168,Cổ Đại,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Watashi no Ookami-kun,18,207620,88,1302,Ngôn Tình,Romance,School Life,Shoujo,Supernatural,,,,,,,,,,,,
Komatta Toki ni wa Hoshi ni Kike!,44,207592,33,369,Adult,Manga,School Life,,,,,,,,,,,,,,
Tu Thiên Truyện,18,207574,57,3720,Manhua,,,,,,,,,,,,,,,,
Boku to Kanojo no XXX,62,207568,73,384,Comedy,Manga,School Life,,,,,,,,,,,,,,
Đừng Đến Xin Điều Ước Từ Em Trai Tôi!,21,207535,173,1782,Harem,Horror,Manhua,Mystery,Ngôn Tình,Psychological,School Life,Supernatural,,,,,,,,,
Suki X Suki (Hibaru Shunsuke),256,207531,109,1447,Comedy,School Life,Supernatural,,,,,,,,,,,,,,
Nhà Có Vợ Xinh,8,207406,181,2468,Comedy,Manhua,Romance,Slice of Life,Webtoon,,,,,,,,,,,,
Người Bảo Hộ Thần Thánh,30,207276,219,992,Action,Fantasy,Manhua,School Life,Supernatural,,,,,,,,,,,,
Ngô bổn công chúa,7,207185,326,1804,Cổ Đại,Comedy,Manhua,Romance,,,,,,,,,,,,,
Saguri-Chan Tankentai,355,207180,229,3488,Adventure,Romance,Shounen,Slice of Life,,,,,,,,,,,,,
Ibitsu,135,207157,54,407,Horror,Manga,,,,,,,,,,,,,,,
Nenene,7,207016,167,2357,Comedy,Historical,Romance,Shounen,Supernatural,,,,,,,,,,,,
Thiên Hạ Đệ Nhất Phiêu Sĩ,22,206988,58,4877,Action,Adventure,Manhwa,Martial Arts,,,,,,,,,,,,,
Thanh Ma Kiếm Huyền Thoại,68,206958,22,428,Action,Manga,Mature,Seinen,Supernatural,,,,,,,,,,,,
Kekkonshite mo Koishiteru,20,206914,151,3676,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Anh trai là đại đồ ngốc,6,206672,178,1513,Manhwa,Romance,Thiếu Nhi,,,,,,,,,,,,,,
Hino-san no Baka,37,206564,281,903,Comedy,School Life,Shoujo Ai,Slice of Life,,,,,,,,,,,,,
Con Người Không Phải Thứ Có Thể Sửa Rồi Dùng Được Đâu!,213,206118,47,8825,Cổ Đại,Manhwa,Ngôn Tình,,,,,,,,,,,,,,
Cuộc Phiêu Lưu Của Cậu Bé Rồng,16,206058,110,5383,Action,Adventure,Chuyển Sinh,Manhwa,,,,,,,,,,,,,
Kế Hoạch Trái Tim,33,205947,222,4365,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,Xuyên Không,,,,,,,,,,,
Retort pouch !,21,205846,35,680,Adult,Comedy,Ecchi,Manga,School Life,Smut,,,,,,,,,,,
Tinh Diệu Vị Lai,15,205606,466,2353,Manhua,Romance,Shoujo,,,,,,,,,,,,,,
Thiên Tử Truyền Kỳ 7 - Tam Quốc Kiêu Hoàng,52,205587,13,181,Action,Adventure,Historical,Manhua,Martial Arts,Shounen,,,,,,,,,,,
Trò Chơi Song Trùng,18,205576,140,3041,Horror,Manhwa,Psychological,School Life,Webtoon,,,,,,,,,,,,
Tôi Gặp Em Lúc Bình Minh,31,205527,66,1342,Manhua,Romance,,,,,,,,,,,,,,,
Người Tiên Phong,131,205473,135,2745,Action,Adventure,Drama,Live action,Manhua,School Life,,,,,,,,,,,
"Nữ Thủ Lĩnh Nổi Hứng Nhất Thời Nhặt Một Thằng Nhóc Về, Bất Đắc Dĩ Trở Thành",8,205348,89,2474,Manga,Romance,,,,,,,,,,,,,,,
Tiểu Hồ Ly vs Tiểu Hóa Thượng,75,205276,49,647,Comedy,Slice of Life,,,,,,,,,,,,,,,
Online - The Comic,44,204823,43,1244,Drama,Horror,Psychological,Shounen,,,,,,,,,,,,,
Tái sinh thành hầu gái vô đối,6,204806,199,4897,Action,Adventure,Chuyển Sinh,Fantasy,Gender Bender,Manga,Romance,,,,,,,,,,
Bốn Chàng Hào Hoa (bản đẹp),11,204698,57,307,Comedy,Manhwa,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Tướng Quân Cấp Cấp Như Luật Lệnh,28,204685,142,1889,Đam Mỹ,,,,,,,,,,,,,,,,
School Rumble,283,204502,24,268,Comedy,Romance,School Life,Slice of Life,,,,,,,,,,,,,
Lucky Luke,84,204241,7,291,Adventure,Comedy,Comic,,,,,,,,,,,,,,
I Can't Stand It !,12,204144,328,2191,Drama,Manga,Romance,School Life,Shoujo,Smut,,,,,,,,,,,
Tôi Cho Phép Em Thích Tôi,7,204041,281,1964,Drama,Manhua,Romance,Shoujo,Tragedy,,,,,,,,,,,,
Maou na Ore to Fushihime no Yubiwa,19,204015,67,2511,Action,Comedy,Fantasy,Harem,Romance,,,,,,,,,,,,
A Kiss And A White Lily,50,203798,158,641,Comedy,Drama,Romance,School Life,Shoujo,Shoujo Ai,,,,,,,,,,,
Thần Tiên Đại Nhân Xin Hãy Thu Nhận,6,203534,215,2978,Comic,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
"Sẽ chết, nếu không nói lời yêu",14,203350,163,2598,Drama,Ecchi,Harem,Manga,Psychological,Romance,Shounen,Supernatural,,,,,,,,,
Shounen no Kyoukai,125,203347,205,996,Drama,Romance,School Life,Soft Yaoi,,,,,,,,,,,,,
"Ma Quân Đại Nhân, Phu Nhân Lại Trốn Rồi!",19,203332,138,1154,Comedy,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Khi nhân vật phản diện được làm vai chính,36,203305,194,1787,Action,Comedy,Fantasy,Manhwa,Webtoon,,,,,,,,,,,,
Back to the Kaasan,295,203302,286,1501,Comedy,Manga,Seinen,Supernatural,,,,,,,,,,,,,
Đệ Nhất Cuồng Phi,11,203241,170,1894,Cổ Đại,Manhua,Ngôn Tình,Xuyên Không,,,,,,,,,,,,,
Cố Lên! cô Đầu Bếp,7,203227,309,978,Manhua,Romance,Tạp chí truyện tranh,,,,,,,,,,,,,,
Ani ga Imouto de Imouto ga Ani,165,203221,114,1568,Gender Bender,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,
Yugi-Oh-R!!,44,203206,86,1634,Action,Fantasy,Manga,Shounen,,,,,,,,,,,,,
Showa Maiden Fairytale,18,203061,302,2950,Comedy,Historical,Romance,Shounen,,,,,,,,,,,,,
Lật Mặt,20,202967,104,3429,Action,Fantasy,Manhua,,,,,,,,,,,,,,
Azur Lane (parka),18,202954,287,715,Doujinshi,Drama,,,,,,,,,,,,,,,
Asahi-Senpai No Okiniiri,7,202901,99,1788,Psychological,Romance,School Life,Shoujo,,,,,,,,,,,,,
Does She Like Me?!,18,202880,326,4309,Comedy,Romance,School Life,Shounen,,,,,,,,,,,,,
Thành đô 1995,54,202864,41,241,Action,Horror,Manhua,,,,,,,,,,,,,,
Quái thú Nianlaishun,2,202738,287,2025,Comedy,Đam Mỹ,Drama,Soft Yaoi,,,,,,,,,,,,,
"Sen wa, Boku wo Egaku",32,202400,191,1498,Drama,Manga,Shounen,Slice of Life,,,,,,,,,,,,,
Huyết Mực Sơn Hà,172,202395,45,3179,Comedy,Fantasy,Manhua,,,,,,,,,,,,,,
Khi mỹ nhân ra tay cứu anh hùng,10,202183,50,772,Comedy,Drama,Josei,Slice of Life,,,,,,,,,,,,,
Kisei Kanojo Sana - Parasistence Sana,11,202014,129,1816,Comedy,Ecchi,Harem,Romance,Shounen,,,,,,,,,,,,
Chuyển Phát Nhanh Tình yêu,31,201975,85,5790,Drama,Manhwa,Romance,,,,,,,,,,,,,,
Tình Yêu Bị Ngăn Cách,31,201951,249,693,Comedy,Drama,Manhua,Romance,Shoujo,,,,,,,,,,,,
Kasei Madooushi No Isekai Seikatsu,12,201937,133,5418,Action,Adventure,Fantasy,Manga,,,,,,,,,,,,,
Criminale!,355,201923,55,863,Comedy,Shounen,,,,,,,,,,,,,,,
"Miseru, Mitsumeru, Futari Dake",3,201871,200,3735,Comedy,Ecchi,One shot,School Life,,,,,,,,,,,,,
Ninita Yêu Dấu,21,201821,89,8675,Cổ Đại,Manhua,Ngôn Tình,Shoujo,,,,,,,,,,,,,
Không Thể Trở Thành Main,12,201811,231,10255,Action,Chuyển Sinh,Manhua,Mystery,,,,,,,,,,,,,
Joshikousei To Seishokusha-San,11,201795,167,3153,Comedy,Drama,Ecchi,Manga,Romance,Slice of Life,,,,,,,,,,,
Naraku no Futari,12,201728,248,5678,Drama,Manga,Psychological,Romance,School Life,Seinen,,,,,,,,,,,
Sakamoto desu ga?,22,201704,66,775,School Life,,,,,,,,,,,,,,,,
Hôn Ái Thành Ẩn,22,201618,174,882,Manhua,Romance,,,,,,,,,,,,,,,
Biohazard - Heavenly Island,50,201522,20,454,Action,Ecchi,Manga,,,,,,,,,,,,,,
Tứ Phủ Xét Giả,8,201448,325,7826,Action,Fantasy,Historical,Mystery,Supernatural,Việt Nam,,,,,,,,,,,
I Tried Asking In Dogeza,7,201440,116,1034,Doujinshi,Ecchi,Fantasy,Shounen,,,,,,,,,,,,,
Tình yêu đích thực,57,201435,29,418,Drama,Ngôn Tình,Romance,School Life,Shoujo,Slice of Life,,,,,,,,,,,
Nightmare Funk,8,201429,505,2390,Action,Ecchi,Mature,Mystery,Shounen,,,,,,,,,,,,
Sanzennenme No Kami Taiou,28,201317,88,2387,Comedy,Manga,Romance,Seinen,Supernatural,,,,,,,,,,,,
Asari tinh nghịch,18,201235,48,240,Comedy,School Life,,,,,,,,,,,,,,,
Changsik đứa con của rồng,41,200998,155,520,Action,Adult,Adventure,Comedy,Manhwa,Martial Arts,Sci-fi,,,,,,,,,,
Manshuu Ahen Squad,45,200981,75,2249,Action,Historical,Horror,Manga,Mature,Psychological,Seinen,Tragedy,,,,,,,,,
Kimi No Namida Wo Nomihoshitai,11,200559,81,5620,Comedy,Manga,Romance,School Life,Shounen,Slice of Life,,,,,,,,,,,
Đại chiến Titan - Before the fall,205,200496,85,625,Action,Horror,Mystery,Shounen,Supernatural,,,,,,,,,,,,
Shinobi Shijuusou,14,200377,160,2351,Action,Comedy,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Namida Usagi - Seifuku no Kataomoi,28,200312,95,789,Adventure,Manga,Romance,School Life,,,,,,,,,,,,,
B gata H kei,173,200081,30,611,Anime,Comedy,Romance,School Life,Seinen,,,,,,,,,,,,
Kajiya De Hajimeru Slow Life,12,200068,64,5875,Action,Adventure,Comedy,Fantasy,Manga,,,,,,,,,,,,
Vũ Hội Thần Bí,14,200033,183,674,Comedy,Manhua,Romance,Shoujo,,,,,,,,,,,,,
Chỉ Mình Anh,12,199963,55,209,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Maria No Shiro,10,199938,51,707,Drama,Historical,Josei,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
Forbidden Kiss,80,199915,5,195,Manhwa,Romance,,,,,,,,,,,,,,,
Bijin Onna Joushi Takizawa-san,18,199869,71,1515,Comedy,Ecchi,Romance,Slice of Life,,,,,,,,,,,,,
Seifuku de Vanilla Kiss,16,199714,125,945,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,,,
Nhặt Ma Vương Về Làm Nữ Hầu,45,199711,30,1638,Action,Manhua,,,,,,,,,,,,,,,
Corpse Party: Blood Covered,46,199677,45,432,Drama,Psychological,Romance,School Life,Shounen,Supernatural,Tragedy,,,,,,,,,,
Ảnh Đế Cầu Sủng,16,199660,352,2209,Cổ Đại,Comedy,Manhua,Romance,Supernatural,Xuyên Không,,,,,,,,,,,
Tu Chân Truyền Nhân Tại Đô Thị,18,199629,45,4010,Action,Adventure,Manhua,,,,,,,,,,,,,,
Saitei Ouji-tachi Niyoru Koui Sou “Yuzuru” Sen,12,199449,205,5892,Action,Comedy,Fantasy,Manga,Martial Arts,,,,,,,,,,,,
Oản Thanh Ti,132,199444,383,1119,Action,Comedy,Manhua,Romance,,,,,,,,,,,,,
Kí Túc Xá Của Ma Cà Rồng,6,199229,163,3121,Manga,Romance,Shoujo,Smut,,,,,,,,,,,,,
Yume de Aetara,143,199144,59,425,Comedy,Drama,Harem,Romance,Seinen,Slice of Life,,,,,,,,,,,
Hana ni Nare,78,199078,48,264,Adult,Manga,Romance,,,,,,,,,,,,,,
Khám Phá Thế Giới Game Ngoại Truyện,13,199020,72,1757,Chuyển Sinh,Manga,,,,,,,,,,,,,,,
"Tiêu Rồi, Lại Bị Bệnh Kiều Để Mắt Đến!",28,198954,95,5820,Cổ Đại,Manhua,Romance,,,,,,,,,,,,,,
Karate Baka Isekai,7,198668,289,4005,Action,Adventure,Fantasy,,,,,,,,,,,,,,
Đến Với Anh,18,198648,59,358,Comedy,Manhwa,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Đào sắc tinh quang,22,198644,310,1178,Comedy,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,,
Ánh Trăng Ngọt Ngào,28,198556,99,1007,Manhua,Romance,,,,,,,,,,,,,,,
Isekai Tensei de Kenja ni Natte Bouken-sha Seikatsu,8,198390,191,13573,Action,Adventure,Chuyển Sinh,Comedy,Fantasy,Manga,,,,,,,,,,,
Hào Môn Kiều Thê: Thiếu Soái Quá Bá Đạo,6,198221,35,4836,Manhua,Ngôn Tình,Smut,,,,,,,,,,,,,,
Triệu nụ hôn của hoàng tử,9,198186,512,1242,Harem,Manhua,Romance,School Life,Shoujo,,,,,,,,,,,,
Linh Chúc Thiếu Nữ,19,198119,224,3579,Drama,Horror,Manhua,Romance,,,,,,,,,,,,,
"Học tỷ, đừng Livestream nữa!",14,198109,186,5290,Comedy,Manhua,Romance,,,,,,,,,,,,,,
Mưa chìm sâu trong mây,57,198025,49,385,Đam Mỹ,Manhua,,,,,,,,,,,,,,,
Amai Akuma ga Warau,44,197876,44,812,Comedy,Harem,Ngôn Tình,Romance,School Life,Shoujo,,,,,,,,,,,
Azumi,80,197721,41,925,Action,Manga,Martial Arts,,,,,,,,,,,,,,
Tôi Gặp Rắc Rối Rằng Vị Hôn Phu Của Tôi Là Nhân Vật Phản Diện,5,197709,273,5336,Manga,Romance,School Life,Shoujo,,,,,,,,,,,,,
Oko-sama Box,5,197695,117,650,Comedy,Romance,Shounen Ai,Yaoi,,,,,,,,,,,,,
Thám Tử Fuuto,15,197622,133,1224,Action,Adventure,Comedy,Ecchi,Romance,Supernatural,Tragedy,Trinh Thám,,,,,,,,,
Triệu Hoán Thánh Kiếm,15,197615,152,1537,Adventure,Fantasy,Manhua,Martial Arts,Xuyên Không,,,,,,,,,,,,
Bóng Đêm Liêu Nhân: Quỷ Phu Của Ta Quá Yêu Nghiệt,23,197585,75,955,Manhua,Mystery,Romance,Shoujo,,,,,,,,,,,,,
Kiss made no Kyori,5,197539,109,1179,Comedy,Romance,School Life,Shoujo,,,,,,,,,,,,,
"Kochira Last Boss Maoh Shiro Mae ""Kyoukai""",15,197251,253,5175,Action,Comedy,Ecchi,Fantasy,Harem,,,,,,,,,,,,
Tsubasa En La Liga,55,197214,8,361,Drama,Manhua,Shounen,Sports,,,,,,,,,,,,,
Gangster Học Đường,18,196799,63,2662,Action,Manhwa,Martial Arts,School Life,Webtoon,,,,,,,,,,,,
Drag Queen & White Queen,19,196744,409,2948,Drama,Manga,Romance,School Life,Shoujo,,,,,,,,,,,,
Kitchen no Ohime-sama - Nàng công chúa bánh ngọt,39,196566,127,525,Comedy,Drama,Romance,School Life,Shoujo,Tragedy,,,,,,,,,,,
Huyết Đế Bạo Chúa,48,196443,63,926,Comedy,Drama,Romance,Shoujo,Webtoon,,,,,,,,,,,,
Shirogane No Nina,88,196379,71,1120,Comedy,Comic,Fantasy,School Life,,,,,,,,,,,,,
Bộ Váy Rực Rỡ Ánh Sao,20,196048,516,1431,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Câu Chuyện Về Đôi Vợ Chồng Nọ,14,195766,173,8635,Comedy,Manga,Romance,Slice of Life,,,,,,,,,,,,,
Tình đầu dành hết cho em,67,195766,72,393,Drama,Romance,School Life,Shoujo,Slice of Life,Tragedy,,,,,,,,,,,
Potion-danomi de Ikinobimasu!,71,195647,232,2117,Adventure,Chuyển Sinh,Comedy,Fantasy,,,,,,,,,,,,,
Bijo To Kenja To Majin No Ken,7,195609,157,3259,Action,Adventure,Romance,Supernatural,,,,,,,,,,,,,
Cẩm nang nuôi dưỡng ông xã,9,195473,192,2948,Manhua,Ngôn Tình,,,,,,,,,,,,,,,
Cửu Vĩ Hồ Ly - Doujinshi NaruSasu,57,195433,24,310,Comedy,Doujinshi,Ngôn Tình,Romance,Shoujo Ai,Shounen,,,,,,,,,,,
Quẻ Phi Thiên Hạ,26,195421,132,1125,Cổ Đại,Comedy,Manhua,Ngôn Tình,Romance,,,,,,,,,,,,
Ngày ấy ta bên nhau,70,195387,70,850,Adult,Comedy,Manga,School Life,,,,,,,,,,,,,
Long Hồn Chiến Tôn,35,195142,72,5873,Action,Harem,Manhua,,,,,,,,,,,,,,
Liệp Hồn,16,195111,141,1911,Đam Mỹ,Manhua,,,,,,,,,,,,,,,
Ane Doki,265,195053,91,1262,Comedy,Harem,Manga,Romance,School Life,Shounen,,,,,,,,,,,
Liêu Cung Phong Hoa,14,194749,124,1422,Cổ Đại,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,
It’s Not My Fault That I’m Not Popular!,67,194728,71,1334,Manga,School Life,,,,,,,,,,,,,,,
Uruwashi no Yoi no Tsuki,12,194323,154,6013,Manga,Romance,School Life,Shoujo,Slice of Life,,,,,,,,,,,,
Thế Thân Ma Vương Nam Khuê Mật,14,194298,121,2266,Comedy,Manhua,Mystery,Romance,,,,,,,,,,,,,
Tâm Chi Kiển,7,194290,82,724,Đam Mỹ,Manhua,,,,,,,,,,,,,,,
Mahouka Koukou no Rettousei,22,194048,26,829,Action,Adult,Adventure,Manga,School Life,Sci-fi,,,,,,,,,,,
Delivery Cinderella,16,193919,12,257,Drama,Seinen,Slice of Life,Smut,,,,,,,,,,,,,
Kuronou Syndrome,16,193429,113,3923,Gender Bender,Horror,Manga,Mystery,Psychological,Supernatural,,,,,,,,,,,
Sổ tay tình yêu của tiểu hồ ly,25,193364,365,1529,Manhua,Ngôn Tình,Romance,Supernatural,Webtoon,,,,,,,,,,,,
Tiên Võ,16,193241,136,3861,Action,Adventure,Manhua,,,,,,,,,,,,,,
Bá đạo thủ trưởng muốn ôm ôm,7,193142,294,2115,Comic,Manhua,,,,,,,,,,,,,,,
Nani Ka Ii No Mitsuketa!,6,192958,75,460,Comedy,Romance,School Life,Yaoi,,,,,,,,,,,,,
Kết Hôn Thử 99 Ngày,27,192903,49,1560,Comedy,Manhua,Ngôn Tình,Romance,Shoujo,,,,,,,,,,,,
Siêu Đạo Tặc Utsuho,47,192694,111,2917,Action,Adventure,Comedy,Manga,,,,,,,,,,,,,
Black Kanojo,91,192605,200,3884,Drama,Ecchi,Manga,Romance,Seinen,,,,,,,,,,,,
Rạp Chiếu Phim Địa Ngục,19,192558,85,3103,Horror,Manhua,,,,,,,,,,,,,,,
Junjou Haraguro Kareshi,35,192404,170,1473,Ngôn Tình,Romance,School Life,Shoujo,Slice of Life,,,,,,,,,,,,
Unity of Heaven,67,192234,27,188,Comedy,Shounen Ai,,,,,,,,,,,,,,,
Thiếu Lâm Đệ 8 Đồng Nhân,60,192181,13,226,Action,Adventure,Manhua,Martial Arts,,,,,,,,,,,,,
Ma cà rồng và thiếu nữ hoa hồng,12,192110,158,3161,Comedy,Manga,Romance,School Life,,,,,,,,,,,,,
Bồn Nhiên Tinh Động,39,191643,83,2378,Comic,Ngôn Tình,,,,,,,,,,,,,,,
